name,race,gender,first_appearance,first_appearance_year,game_count,game_names,description_preview,auto_flag,flag_reason,keep_suggested,keep,tier
Plats,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Plats is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Possessed Nayru,,,The Legend of Zelda: Oracle of Ages,2001,1,The Legend of Zelda: Oracle of Ages,Possessed Nayru is a Boss in Oracle of Ages. ,TRUE,no_race; likely_enemy; minimal_description,no,no,
Pumm,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Pumm is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Ravio,,Male,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,"Ravio is a character in A Link Between Worlds. Originally a resident of the kingdom of Lorule, he spends a vast majority of the game posing as a simpl",TRUE,no_race; likely_item,no,no,
Receptionist,Human,Female,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,The Receptionist is a character in Majora's Mask. ,TRUE,generic_role,no,no,
Red Knight,,,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,The Red Knight is a character in Four Swords Adventures. ,TRUE,no_race; likely_item,no,no,
Rescue Knight,,,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,"The Rescue Knights are a group that appears in Skyward Sword. The appear at the beginning of the Wing Ceremony, trailing colored smoke behind them. ",TRUE,no_race; likely_item,no,no,
Runaway Item Seller,Hylian,Male,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,The Runaway Item Seller is a character in A Link Between Worlds. ,FALSE,,no,no,
Rupin,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Rupin is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Rusta,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,"Rusta is a character in Skyward Sword that resides in Skyloft. He is married to Henya, the school cook at the Knight Academy. ",FALSE,,no,no,
Secret Agent Four,,,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,The Secret Agent Four is a character in Four Swords Adventures. ,TRUE,no_race; likely_item,no,no,
Secret Agent One,,,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,The Secret Agent One is a character in Four Swords Adventures. ,TRUE,no_race; likely_item,no,no,
Secret Agent Two,,,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,The Secret Agent Two is a character in Four Swords Adventures. ,TRUE,no_race; likely_item,no,no,
Sheerow,,Male,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,"Sheerow is Ravio's companion in A Link Between Worlds. It is an intelligent bird-like creature that is incapable of speech, but is able to communicate",TRUE,no_race,no,no,
Silva,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Silva is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Sparrot,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Sparrot is the Fortune Teller in the Skyloft Bazaar in Skyward Sword. ,FALSE,,no,no,
Subrosian Smelter,Subrosian,,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,The Subrosian Smelter is a character in Oracle of Seasons. They blow up the obstruction which blocks the Tower of Autumn. If Link can get them Red Ore,FALSE,,no,no,
Sweetie and Boyfriend,Human,Female,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,Sweetie is a character in Four Swords Adventures. ,FALSE,,no,no,
Tyto,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Tyto is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Volvagia,,,The Legend of Zelda: Ocarina of Time,1998,1,The Legend of Zelda: Ocarina of Time,Volvagia is the Boss of the Fire Temple in Ocarina of Time. ,TRUE,no_race; likely_enemy,no,no,
White Maiden,,Female,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,The White Maiden is a character in Four Swords Adventures. ,TRUE,no_race; likely_item,no,no,
Wryna,Hylian,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Wryna is a character in Skyward Sword who lives in Skyloft. She is the wife of Jakamar and the mother of Kukiel. ,FALSE,,no,no,
Yerbal,Kikwi,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Yerbal is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Yook,,,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,"The Yook are a hairy, club-wielding species who live on the Isle of Frost in Phantom Hourglass. ",TRUE,no_race; likely_enemy,no,no,
Zanc,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Zanc is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Buriki,Robot,,,,0,,Buriki is a recurring character in The Legend of Zelda series. Buriki goes unnamed in Too Much Tingle Pack. ,TRUE,no_games,no,no,
Cadence,Human,Female,,,0,,Cadence is one of the main protagonists in Cadence of Hyrule. ,TRUE,no_games,no,no,
Captain Krin,Hylian,,,,0,,Captain Krin is a character featured in the The Legend of Zelda comics by Valiant Comics published by Valiant Comics. He is the soldier captain at the,TRUE,no_games,no,no,
Cassiopia,,Female,,,0,,Cassiopia is a character in The Legend of Zelda comics by Valiant Comics. ,TRUE,no_games; no_race,no,no,
Charles of Moria,Hylian,Male,,,0,,"Charles of Moria, also known as Sir Charles, is one of the main characters featured in The Shadow Prince. As his name suggests, he is a knight from th",TRUE,no_games,no,no,
Corn Boy,Doll,,,,0,,"Corn Boy is a character found in Ripened Tingle's Balloon Trip of Love. Corn Boy is found on Page 3, and lives in a small farmhouse with Peter and his",TRUE,no_games,no,no,
Cyclos,,,,,0,,Cyclos is a character in The Wind Waker. ,TRUE,no_games; no_race; minimal_description,no,no,
Dako Tah,,,,,0,,Dako Tah may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Daqa Koh,,,,,0,,Daqa Koh may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Daqo Chisay,,,,,0,,Daqo Chisay may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Darknut Prime,Darknut,,,,0,,Darknut Prime is an enemy character from The Legend of Zelda comics by Valiant Comics published by Valiant Comics. He is the apparent leader of the Da,TRUE,no_games; likely_enemy,no,no,
Darpa,Hylian,Male,,,0,,Darpa is a character in the Twilight Princess manga by Akira Himekawa. ,TRUE,no_games,no,no,
Deku Royal Family,,,,,0,,The Deku Royal Family is the presiding body of the Deku Kingdom that appears in Majora's Mask. ,TRUE,no_games; no_race,no,no,
Din,,,,,0,,Din is the name of two different people in the Zelda universe ,TRUE,no_games; no_race,no,no,
Doof,Hylian,Male,,,0,,"Doof is a character featured in the ""Hitch in the Works"" episode of The Legend of Zelda TV series. He is North Castle's handyman and is known for his ",TRUE,no_games,no,no,
Drona,,,,,0,,Drona may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Dunba Taag,,,,,0,,Dunba Taag may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Elrora,Watarara,,,,0,,Elrora is the tribal leader of the Watarara tribe that appears in the bonus chapter Rouru of the Watara in the Ocarina of Time manga by Akira Himekawa,TRUE,no_games,no,no,
Estragon,Hylian,Male,,,0,,Estragon is a character featured in The Crystal Trap who served as the mentor and teacher of Princess Zelda sometime in the past. ,TRUE,no_games,no,no,
Fado,,,,,0,,Fado may refer to any of the following characters: ,TRUE,no_games; no_race,no,no,
False Zelda,Shadow Bug,Female,,,0,,False Zelda is an enemy variant of Zelda who appears in Super Smash Bros. Brawl. ,TRUE,no_games,no,no,
Farore,,,,,0,,Farore is the name of two different people in the Zelda universe: ,TRUE,no_games; no_race,no,no,
Felicia,Fairy,Female,,,0,,Felicia is a Fairy that appeared in the Link's Awakening manga by Ataru Cagiva. ,TRUE,no_games,no,no,
Fighter,,,,,0,,"Fighters are recurring characters in The Legend of Zelda series, all originally from their own individual franchises. In Super Smash Bros., they are w",TRUE,generic_name; no_games; no_race,no,no,
Frederick,,,,,0,,Frederick is a character in Cadence of Hyrule. ,TRUE,no_games; no_race; minimal_description,no,no,
Frog Link,,Male,,,0,,"Frog Link is one of Link's transformations, featured in the ""Kiss'n Tell"" episode of The Legend of Zelda TV series. After Link defeats a Gleeok that w",TRUE,no_games; no_race; likely_item,no,no,
Geetchee,,Male,,,0,,"Geetchee is a character featured in The Crystal Trap. Described as a ""thin, scraggly, blue-furred creature,"" Geetchee is a mossunger who Princess Zeld",TRUE,no_games; no_race,no,no,
Ghanti,Hylian,Female,,,0,,"Ghanti is a character from the A Link to the Past manga by Akira Himekawa. She is an original creation of the authors, and plays a similar role to tha",TRUE,no_games,no,no,
Goronu,,,,,0,,The search term Goronu may refer to any of the following area or boss in The Faces of Evil. ,TRUE,no_games; no_race; likely_enemy,no,no,
Greenbeard,,Unknown,,,0,,Greenbeard is a character featured in The Crystal Trap. He is the spirit of the trees and woods and serves as the guardian of the Forest. Although his,TRUE,no_games; no_race; likely_item,no,no,
Guardian Deity,,,,,0,,The Guardian Deities are characters in Majora's Mask. ,TRUE,no_games; no_race,no,no,
Ha Dahamar,,,,,0,,Ha Dahamar may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Hila Rao,,,,,0,,Hila Rao may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Hylia,,,,,0,,"Hylia , also known as The Goddess, and later Zelda, is a goddess featured in Skyward Sword. She is depicted throughout the world by both statues and i",TRUE,no_games; no_race; likely_item,no,no,
Ikana Royal Family,,,,,0,,"The Ikana Royal Family, also known as Ikana's Royal Family, was the ruling body of Ikana Kingdom in Majora's Mask. They once governed the Ikana region",TRUE,no_games; no_race,no,no,
Iona,Human,Female,,,0,,"Iona is a character in Ripened Tingle's Balloon Trip of Love, and one of Tingle's love interests. ",TRUE,no_games,no,no,
Ishto Soh,,,,,0,,Ishto Soh may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Ja Baij,,,,,0,,Ja Baij may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Jabun,,,,,0,,Jabun is a major character in The Wind Waker. He is thought to be a descendant of Jabu-Jabu. ,TRUE,no_games; no_race,no,no,
Jacob,Human,Male,,,0,,Jacob is a character in the Oracle of Ages manga by Akira Himekawa ,TRUE,no_games,no,no,
Jee Noh,,,,,0,,Jee Noh may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Joloo Nah,,,,,0,,Joloo Nah may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Jovan,,Male,,,0,,Jovan is a character who is introduced in the Oracle of Seasons manga by Akira Himekawa. He is a member of the Troupe of Traveling Performers along wi,TRUE,no_games; no_race,no,no,
Kah Okeo,,,,,0,,Kah Okeo may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Kah Yah,,,,,0,,Kah Yah may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Kakashi,Scarecrow,Male,,,0,,Kakashi is a character in Ripened Tingle's Balloon Trip of Love. ,TRUE,no_games,no,no,
Kam Urog,,,,,0,,Kam Urog may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Kam Yatakh,,,,,0,,Kam Yatakh may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Karuna,,Male,,,0,,Karuna is a powerful pig-like warrior that appears in the manga for Link's Awakening. ,TRUE,no_games; no_race,no,no,
Kay Noh,,,,,0,,Kay Noh may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Kaya Wan,,,,,0,,Kaya Wan may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Kayra Mah,,,,,0,,Kayra Mah may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Kema Zoos,,,,,0,,Kema Zoos may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Keo Ruug,,,,,0,,Keo Ruug may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
King Harkinian,Hylian,Male,,,0,,"King Harkinian is a recurring character in The Legend of Zelda series. In all his appearances, he is a King of Hyrule and father of Princess Zelda. He",TRUE,no_games,no,no,
King Oberon,Fairy,Male,,,0,,"King Oberon is a character featured in The Legend of Zelda TV series. He is the King of Fairies and has two daughters, Spryte and her sister. ",TRUE,no_games,no,no,
Levias,,,,,0,,"Levias, also known as The Great Spirit Levias, is a recurring character in The Legend of Zelda series. He is a wise, whale-like Sky Spirit who has ser",TRUE,no_games; no_race,no,no,
Liar,Usotami,,,,0,,Liar is character in Ripened Tingle's Balloon Trip of Love  and one of Tingle's love interests. ,TRUE,no_games,no,no,
Lonely Old Man,,Male,,,0,,|game= Four Swords Adventures |other=  |era=  |family=  |voiceactor=  |theme=  |counter=  }} The Lonely Old Man is a character in Four Swords Adventur,TRUE,no_games; no_race; likely_item,no,no,
Loveya,Cupid,,,,0,,"Loveya is a character in Ripened Tingle's Balloon Trip of Love. He first appears on Page 6, where he helps Tingle make a shortcut. After that, he offe",TRUE,no_games,no,no,
Lupay,,,,,0,,Lupay may refer to any of the following area or boss in The Faces of Evil. ,TRUE,no_games; no_race; likely_enemy,no,no,
Madame Grusha,Hylian,Female,,,0,,Madame Grusha is a character featured in The Crystal Trap. She is a Fortune Teller who resides in the Town of Ruto. ,TRUE,no_games,no,no,
Magic Bee,Bee,,,,0,,"Magic Bees are special bees featured in The Crystal Trap. Located in the Beekeeper's Hut, they belong to Conly and produce Magic Honey for him.  ",TRUE,no_games,no,no,
Majiyo,,Female,,,0,,Majiyo is the final Boss in Ripened Tingle's Balloon Trip of Love. ,TRUE,no_games; no_race,no,no,
Maka Rah,,,,,0,,Maka Rah may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Mary,,,,,0,,Mary may refer to any of the following characters: ,TRUE,no_games; no_race,no,no,
Medilia,Hylian,Female,,,0,,Medilia is a character in the The Legend of Zelda comics by Valiant Comics published by Valiant Comics. She is the mother of Link and at least one you,TRUE,no_games,no,no,
Mellan,,,,,0,,Mellan is a character in Cadence of Hyrule. ,TRUE,no_games; no_race; minimal_description,no,no,
Miff,Fairy,Female,,,0,,Miff is a Fairy appearing in the The Legend of Zelda comics by Valiant Comics published by Valiant Comics. She seems to be modeled after the fairies t,TRUE,no_games,no,no,
Mii Brawler,,,,,0,,Mii Brawlers are recurring characters in The Legend of Zelda series. ,TRUE,no_games; no_race,no,no,
Mii Swordfighter,,,,,0,,Mii Swordfighter is a character in Super Smash Bros. Ultimate. ,TRUE,no_games; no_race; likely_item,no,no,
Militron,,,,,0,,The search term Militron may refer to any of the following area or boss in The Faces of Evil. ,TRUE,no_games; no_race; likely_enemy,no,no,
Mirro Shaz,,,,,0,,Mirro Shaz may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Moblin Boss,Moblin,Male,,,0,,"The Moblin Boss is a character in The Shadow Prince. He is one of the first characters introduced in the book, appearing right after the introduction,",TRUE,no_games,no,no,
Monita,,,,,0,,Monita is the robotic host that guides the player throughout Nintendo Land. ,TRUE,no_games; no_race,no,no,
Myahm Agana,,,,,0,,Myahm Agana may refer to: ,TRUE,no_games; no_race; minimal_description,no,no,
Nayru,,,,,0,,Nayru is the name of two different people in the Zelda universe: ,TRUE,no_games; no_race,no,no,
